Time,Position
0,831;450
31.893,829;453
65.789,830;453
99.858,831;452
133.762,832;451
165.654,833;447
199.099,834;444
232.983,835;439
265.876,836;432
298.296,838;429
333.179,841;424
366.069,840;411
399.509,840;407
432.399,840;404
466.286,841;401
500.727,840;399
532.269,838;398
565.883,836;397
599.902,835;396
632.793,832;393
665.682,830;390
699.112,828;387
732.002,827;384
765.889,823;380
799.302,821;377
833.189,821;377
866.08,822;378
898.509,822;379
932.396,822;379
967.281,823;377
998.685,824;375
1032.572,824;375
1066.46,825;377
1098.939,825;377
1132.751,824;377
1166.638,823;375
1199.081,822;372
1232.969,819;369
1266.855,817;366
1298.7,813;364
1332.587,810;364
1365.477,807;365
1399.877,803;371
1431.77,798;374
1467.652,793;374
1499.067,786;370
1531.957,778;364
1565.689,771;359
1601.097,760;347
1632.989,755;349
1666.883,753;345
1699.277,749;340
1732.167,748;335
1766.063,746;334
1799.196,745;334
1833.226,747;336
1866.037,748;337
1899.374,749;338
1932.273,750;339
1966.151,751;341
1999.085,752;345
2032.979,751;348
2066.865,749;351
2100.285,749;353
2132.851,749;355
2165.897,750;355
2199.602,750;356
2232.493,753;356
2267.378,754;356
2298.8,754;356
2332.798,754;357
2366.677,753;359
2400.097,753;361
2431.992,755;364
2466.875,754;365
2500.289,754;367
2532.323,754;369
2565.965,754;371
2600.934,753;372
2632.827,751;373
2667.223,748;376
2699.745,745;370
2732.635,741;376
2766.523,739;371
2798.924,739;372
2832.811,739;374
2865.701,739;375
2900.118,740;377
2931.872,741;379
2965.596,742;380
2999.111,743;382
3032.556,743;378
3066.105,743;378
3098.898,744;378
3132.794,744;380
3166.68,745;381
3199.072,745;382
3232.959,745;382
3267.845,746;383
3299.059,747;385
3332.946,747;387
3366.834,747;393
3399.266,748;399
3432.157,747;409
3467.091,745;416
3499.583,742;422
3532.473,739;427
3566.361,737;436
3599.77,737;432
3632.943,737;439
3666.296,738;440
3699.728,739;440
3732.649,740;434
3767.526,742;432
3799.034,742;430
3832.938,742;427
3866.824,737;429
3900.128,737;428
3933.027,737;427
3965.909,737;426
3999.923,737;426
4032.821,737;425
4066.708,738;424
4100.104,738;424
4132.995,738;423
4166.888,738;424
4199.297,738;424
4233.185,739;425
4267.08,741;427
4299.536,743;427
4333.431,744;418
4366.322,746;417
4399.733,748;417
4432.624,749;421
4467.515,749;429
4499.918,752;431
4532.562,755;435
4566.972,757;439
4598.904,760;446
4632.79,762;452
4667.682,764;456
4700.09,768;460
4732.981,771;463
4767.864,773;466
4799.348,772;470
4833.157,772;472
4866.485,772;476
4899.875,775;481
4932.765,775;485
4967.657,774;487
4999.996,774;488
5032.922,774;493
5066.811,777;499
5099.676,778;507
5132.575,779;523
5166.462,780;531
5200.866,778;541
5232.768,779;547
5267.651,781;552
5299.049,782;560
5333.934,784;561
5366.832,784;561
5400.225,785;563
5433.309,786;564
5467.195,786;566
5499.676,785;567
5533.487,782;567
5566.484,780;556
5600.002,785;552
5633.888,790;549
5666.499,794;547
5699.867,797;546
5733.474,800;545
5767.426,803;542
5799.897,805;542
5833.703,807;541
5867.598,808;542
5900.003,807;543
5932.893,808;543
5967.788,812;538
5999.747,814;534
6033.635,816;530
6067.523,819;527
6099.929,820;524
6133.122,822;522
6168.015,821;521
6200.408,820;520
6233.298,820;519
6267.193,820;519
6299.727,821;519
6333.62,821;519
6367.516,820;518
6399.919,819;516
6432.811,819;515
6466.706,819;514
6500.093,818;513
6532.942,815;513
6567.463,811;512
6600.023,808;510
6633.916,805;508
6668.808,806;503
6700.204,809;496
6734.101,812;497
6767.98,815;490
6799.876,818;481
6833.296,820;473
6866.187,823;463
6900.069,826;449
6933.443,828;438
6967.316,829;416
7000.036,830;406
7033.402,827;397
7067.29,826;389
7100.196,827;384
7133.097,830;384
7166.976,833;387
7200.385,835;386
7234.28,837;383
7267.178,839;381
7299.079,842;379
7333.473,845;373
7368.368,847;367
7400.771,850;360
7433.665,854;353
7467.56,856;346
7499.459,859;339
7533.006,861;332
7566.894,861;325
7601.917,859;318
7633.028,859;312
7667.912,859;308
7699.284,860;304
7733.325,859;300
7767.804,860;297
7799.705,859;293
7833.468,861;291
7866.358,860;287
7899.257,858;287
7933.663,853;288
7969.542,848;290
8000.955,843;290
8033.848,839;293
8067.744,837;293
8102.164,834;293
8133.067,832;292
8166.946,828;291
8199.85,823;289
8233.248,825;286
8267.144,810;284
8300.037,804;283
8334.457,798;280
8368.337,790;277
8401.467,783;275
8433.372,777;275
8467.259,773;276
8500.144,771;277
8533.67,767;277
8566.568,764;276
8600.465,763;274
8633.871,762;273
8667.758,762;272
8700.642,765;270
8733.096,769;266
8767.979,777;271
8799.867,780;270
8833.308,783;269
8866.199,784;255
8901.099,784;251
8933.51,783;248
8967.397,782;246
9000.298,779;244
9033.72,776;242
9067.607,772;239
9100.509,768;237
9133.995,767;234
9166.894,766;233
9199.796,769;233
9233.282,772;233
9267.177,775;231
9300.234,777;231
9333.547,778;231
9367.443,778;231
9401.327,779;232
9433.729,777;232
9466.628,778;233
9500.523,777;234
9534.926,777;234
9566.811,776;233
9600.714,776;232
9633.126,776;233
9667.013,776;233
9699.909,776;232
9733.549,776;232
9767.096,776;233
9800.166,777;232
9834.697,777;232
9867.589,776;232
9901.482,777;232
9933.897,778;231
9966.778,778;232
10000.669,778;232
10034.1,779;231
10067.987,779;232
10101.473,779;232
10133.869,779;232
10166.768,779;232
10200.675,777;232
10233.871,777;232
10267.53,778;232
10300.146,777;233
10333.858,777;231
10367.745,778;232
10401.651,777;233
10434.07,777;234
10466.959,775;236
10500.855,774;237
10533.294,773;238
10567.179,771;239
10600.063,769;250
10633.494,768;243
10667.381,768;249
10700.264,767;251
10734.929,768;253
10767.81,772;255
10800.785,773;257
10834.405,779;258
10868.3,783;257
10901.199,788;257
10933.598,792;255
10968.491,794;254
11001.377,795;255
11034.781,795;255
11068.661,794;257
11100.442,798;258
11133.847,799;259
11167.725,800;260
11200.626,799;259
11234.116,804;259
11267.007,804;258
11300.886,808;257
11333.448,810;256
11367.651,811;255
11401.074,811;252
11434.108,811;251
11468.443,813;251
11500.812,817;249
11533.894,824;248
11567.779,828;247
11601.829,831;246
11634.233,834;245
11668.121,837;243
11701.004,840;240
11733.439,844;240
11767.326,847;239
11801.206,849;239
11834.989,849;238
11867.871,849;237
11900.763,849;239
11934.257,849;240
11967.139,849;242
12001.028,850;241
12034.427,850;242
12069.318,849;241
12102.207,850;239
12133.62,850;238
12167.504,851;237
12201.478,850;236
12233.931,851;234
12267.818,851;233
12300.71,852;232
12334.122,853;231
12367.013,854;227
12401.894,853;223
12434.387,853;222
12468.459,852;220
12500.442,851;220
12533.55,849;220
12567.363,848;220
12601.268,846;220
12633.723,843;219
12667.61,840;219
12702.508,836;219
12734.074,834;222
12768.95,832;222
12801.021,830;222
12834.076,828;225
12866.957,827;216
12900.848,827;211
12934.255,827;210
12967.963,827;209
13000.936,826;209
13034.272,826;216
13069.163,825;220
13102.115,824;223
13133.8,823;225
13166.89,823;227
13200.78,823;233
13233.689,824;235
13267.584,831;236
13300.551,829;245
13333.873,827;246
13368.883,828;252
13400.772,830;258
13434.176,833;264
13469.051,837;266
13500.946,840;271
13534.44,842;275
13567.33,845;282
13601.227,847;291
13634.633,849;298
13667.522,850;304
13700.407,849;306
13733.893,848;304
13767.788,846;303
13800.74,845;305
13834.222,843;307
13868.109,842;308
13901.991,840;312
13934.493,837;322
13968.373,828;335
14000.266,823;345
14034.702,817;356
14068.588,809;372
14101.476,801;379
14134.01,791;378
14167.905,778;384
14201.02,772;387
14234.424,767;392
14268.31,765;397
14301.195,768;402
