Time,Position
0,350;74
33,351;75
67,350;74
100,351;74
131.999,351;73
166,352;74
199,353;74
233.001,354;72
265.712,355;72
299.217,355;71
333.218,355;72
366.217,355;72
401.218,354;71
433.219,350;72
467.219,348;72
500.218,349;72
532.218,350;72
566.22,351;72
599.219,351;72
633.217,352;72
665.223,355;72
699.217,353;72
733.218,354;73
766.219,352;72
799.217,350;72
832.217,347;72
865.216,344;72
899.217,341;71
932.217,338;70
965.222,336;70
999.217,336;70
1032.216,336;70
1065.222,334;70
1099.216,334;67
1132.227,333;65
1165.221,334;68
1198.873,333;72
1232.881,332;77
1265.873,333;83
1298.873,334;85
1331.873,333;86
1365.877,333;87
1398.873,328;88
1432.881,325;88
1465.872,322;91
1498.878,320;95
1531.877,320;99
1565.882,319;100
1598.874,319;102
1631.873,320;104
1665.958,322;105
1698.873,323;106
1731.872,318;107
1765.872,315;105
1798.877,313;103
1832.878,311;102
1865.872,312;103
1900.873,312;105
1931.915,311;108
1965.915,309;110
1998.99,307;112
2031.918,310;116
2065.91,307;119
2098.91,307;120
2132.91,306;121
2165.918,306;120
2199.91,305;119
2232.91,305;117
2265.915,306;111
2298.912,306;106
2332.918,307;101
2365.918,308;99
2399.909,307;98
2432.918,308;101
2465.91,308;100
2499.909,307;100
2532.91,308;100
2565.917,307;100
2598.91,308;100
2631.914,308;100
2665.909,308;98
2698.91,310;94
2732.914,310;94
2766.911,311;92
2798.91,311;90
2832.918,313;88
2865.918,313;87
2898.91,314;87
2932.406,314;87
2965.313,314;88
2999.068,313;89
3032.068,313;90
3066.067,313;90
3099.153,313;89
3132.067,313;89
3166.143,313;88
3199.067,314;87
3233.067,313;87
3266.072,313;86
3300.067,313;86
3333.072,313;86
3366.072,313;89
3400.068,313;89
3433.067,316;89
3466.075,316;94
3499.068,319;100
3533.067,319;105
3566.62,317;108
3598.826,317;111
3632.829,317;113
3665.83,317;116
3699.819,315;120
3732.82,314;122
3765.824,313;123
3799.83,313;127
3832.819,312;126
3865.824,311;123
3899.819,311;120
3932.821,310;120
3965.825,311;120
3999.819,311;119
4032.819,311;119
4065.819,311;119
4099.904,311;121
4132.828,311;122
4165.828,313;123
4199.819,313;122
4232.819,313;123
4265.82,315;125
4299.819,313;125
4332.985,315;124
4365.984,316;124
4399.985,316;124
4432.985,316;124
4465.99,315;123
4499.984,315;123
4532.99,313;123
4565.984,314;123
4599.991,314;123
4632.989,314;123
4665.986,316;123
4699.984,316;123
4732.985,314;123
4765.994,313;122
4799.985,314;123
4833.063,315;123
4865.985,314;123
4899.984,313;122
4933.065,312;122
4965.993,312;122
5000.996,315;122
5033.034,315;123
5065.996,313;123
5099.995,311;122
5133.003,311;121
5166.004,311;118
5199.995,311;113
5233.004,312;111
5265.996,311;114
5298.995,312;116
5332.995,312;120
5365.996,312;125
5399.995,312;129
5432.995,312;134
5465.995,313;139
5499.995,312;145
5533.072,312;149
5565.995,311;155
5600.072,310;164
5633.004,309;172
5666.004,309;183
5700.199,310;196
5734.199,310;205
5766.201,309;213
5800.2,308;222
5833.2,307;229
5866.2,307;239
5900.2,306;251
5933.2,304;262
5966.208,303;274
6000.2,302;287
6033.199,302;293
6066.2,302;300
6099.207,304;308
6133.204,304;314
6166.2,304;318
6200.2,305;320
6233.2,306;325
6266.286,307;330
6300.288,306;334
6333.279,307;335
6366.279,307;337
6400.279,307;338
6433.279,307;338
6466.279,308;337
6500.279,308;338
6533.279,308;338
6566.279,308;338
6600.279,308;338
6633.279,308;339
6666.279,308;338
6700.279,309;337
6733.279,308;336
6767.279,309;335
6799.28,310;335
6833.283,309;335
6866.284,309;336
6901.279,309;337
6933.287,310;336
6966.278,310;331
6999.355,309;327
7033.287,308;326
7066.058,308;328
7100.058,309;334
7133.059,308;339
7166.058,306;342
7201.059,304;345
7233.067,304;348
7266.058,303;350
7300.058,303;352
7333.063,305;358
7366.058,305;363
7400.058,306;369
7433.066,309;374
7466.058,313;377
7500.057,315;383
7533.058,318;390
7567.058,320;398
7600.062,321;407
7633.062,322;418
7666.062,324;431
7700.057,325;443
7733.069,327;453
7766.065,326;461
7800.07,324;469
7833.058,322;480
7866.065,322;494
7901.058,322;507
7933.058,323;522
7966.066,324;539
8000.057,327;555
8033.066,330;574
8067.058,333;590
8100.058,331;604
8133.07,327;611
8166.566,322;616
8200.565,320;623
8233.565,321;637
8266.565,319;652
8299.574,318;674
8333.579,316;689
8366.573,318;707
8400.566,320;724
8434.076,326;743
8466.16,331;760
8501.075,330;779
