Time,Position
0,643;132
31.108,642;133
64.123,643;133
97.631,643;133
131.64,643;133
165.658,643;133
198.758,643;133
230.747,641;132
265.764,641;132
297.915,641;132
332.922,641;131
364.933,643;129
397.451,646;127
431.45,649;124
464.466,652;122
497.968,655;120
531.219,657;118
567.232,659;115
596.848,659;114
630.848,660;114
665.003,661;113
697.897,664;114
730.425,666;114
766.564,668;114
799.089,668;113
831.211,667;111
865.229,668;110
899.61,671;108
930.608,673;106
966.72,677;106
998.248,682;106
1031.257,684;107
1064.268,684;109
1097.869,685;110
1131.787,686;111
1164.799,687;112
1198.316,689;112
1231.322,727;112
1265.315,730;112
1297.937,732;113
1331.217,734;114
1365.245,735;114
1399.519,735;115
1430.525,736;117
1465.542,707;117
1499.041,708;118
1531.041,709;118
1565.182,710;119
1598.969,738;120
1631.146,738;120
1665.531,738;120
1699.774,738;120
1730.78,739;120
1764.776,739;120
1798.302,739;120
1831.751,739;120
1866.752,739;120
1897.413,739;120
1930.635,739;120
1966.075,739;120
1997.605,739;120
2031.606,739;120
2065.63,739;120
2097.712,739;120
2130.711,711;120
2165.725,711;120
2198.507,739;120
2231.514,739;120
2266.514,739;120
2298.686,739;120
2330.695,739;120
2365.816,739;120
2398.352,739;120
2430.685,739;120
2465.71,739;120
2498.794,739;120
2530.794,739;120
2564.794,739;120
2598.073,739;120
2631.074,739;120
2665.082,739;120
2698.617,739;120
2730.872,739;120
2765.765,739;120
2799.281,739;120
2831.288,739;120
2866.306,739;120
2898.392,739;120
2931.391,739;120
2965.544,739;120
2997.569,739;120
3031.569,739;120
3065.578,739;120
3098.124,739;120
3132.124,739;120
3166.143,739;120
3198.661,739;120
3231.745,711;120
3264.826,739;120
3298.022,739;120
3332.064,739;120
3365.064,739;120
3398.609,739;120
3431.608,739;120
3465.675,739;120
3499.203,739;120
3531.465,739;120
3565.473,739;120
3598.967,739;120
3630.976,739;120
3665.975,739;120
3698.509,711;120
3731.516,711;120
3766.516,739;120
3799.675,739;120
3831.685,739;120
3865.812,739;120
3900.14,739;120
3931.131,739;120
3966.141,739;120
3999.317,739;120
4031.303,739;120
4067.311,739;120
4097.856,739;120
4131.519,739;120
4166.648,739;121
4199.314,739;121
4231.322,739;121
4265.596,711;121
4298.142,711;121
4331.151,739;121
4367.151,739;121
4397.671,710;121
4431.681,739;121
4465.744,710;121
4498.292,710;121
4531.291,710;121
4565.761,710;121
4598.265,710;121
4631.266,739;121
