Time,Position
0,355;984
34.016,356;983
67.018,355;983
100.008,354;984
133.008,355;984
167.008,352;984
200.283,352;984
233.202,353;984
267.202,354;984
300.201,356;984
333.202,357;984
367.202,358;984
400.201,357;984
433.275,357;985
467.202,357;984
500.202,356;985
533.201,356;984
567.281,356;985
600.201,357;985
633.21,357;984
667.279,356;985
700.292,356;985
733.201,356;984
767.201,356;984
800.762,356;985
833.16,357;985
867.159,356;985
900.159,356;984
933.245,359;985
967.159,356;984
1000.235,356;985
1034.159,356;985
1067.247,356;985
1100.245,356;985
1133.692,356;985
1166.613,355;985
1200.613,355;985
1233.692,355;984
1266.612,354;985
1300.613,350;984
1333.612,346;984
1366.694,343;984
1400.687,341;984
1434.613,339;984
1467.612,339;981
1501.613,338;977
1534.612,338;973
1568.613,339;971
1601.615,341;968
1634.614,343;965
1668.612,346;963
1700.939,351;960
1734.448,354;958
1768.448,356;956
1802.449,362;956
1833.453,366;955
1867.447,368;954
1902.447,370;953
1934.447,371;953
1967.448,371;953
2002.447,372;954
2033.448,372;958
2067.454,372;960
2101.448,372;963
2134.448,374;965
2167.448,378;965
2200.45,379;969
2234.449,382;972
2267.447,383;972
2301.448,383;974
2334.447,383;974
2367.448,383;974
2402.447,382;975
2434.456,378;977
2467.448,375;978
2502.447,376;979
2533.447,378;980
2568.447,374;981
2600.447,373;980
2635.447,374;982
2667.448,374;981
2700.447,376;982
2733.447,378;982
2767.447,381;982
2801.447,384;983
2834.447,388;983
2867.447,394;984
2901.448,399;985
2933.978,404;984
2967.978,412;985
3001.978,415;985
3033.977,414;986
3066.983,416;986
3101.978,415;986
3133.977,413;986
3166.986,412;985
3200.977,412;986
3233.977,412;987
3267.986,411;984
3301.978,412;985
3333.987,412;984
3367.988,410;984
3401.423,409;984
3434.458,408;984
3468.45,409;985
3502.455,409;985
3533.449,408;984
3568.749,408;984
3600.74,409;984
3634.741,408;984
3667.741,408;985
3701.741,408;984
3734.748,408;985
3766.741,408;984
3800.741,408;984
3833.749,408;984
3867.741,408;984
